id,0,1,2,3,4,5,6,7,8,9,10,11,12
43471,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43460,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43459,-11.72014,14.852045,-9.971023,16.15699,14.166103,11.29665,11.136492,-10.963992,-8.921066,-19.885,-2.5903075,-7.735051,-10.290353
43452,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43451,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43449,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43447,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43440,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43439,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43428,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43427,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43423,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43422,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43420,-7.801212,12.721164,-8.623675,8.985297,12.6250105,10.03679,9.806509,-7.8903294,-6.926266,-10.932507,-5.0243387,-6.0613065,-12.421507
43417,-7.417596,15.71371,-8.981311,8.431836,18.81134,10.072072,10.998363,-8.989085,-7.096265,-13.0818405,-7.172617,-7.174851,-13.544803
43409,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43406,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43398,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43387,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43383,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43381,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43379,-9.882647,15.542679,-10.176032,10.492496,20.09795,14.164594,15.292265,-10.486255,-9.655593,-9.330547,-6.2682815,-8.799942,-13.072326
43369,-8.975051,11.102508,-9.836994,10.757883,14.500954,10.808381,11.18958,-11.779752,-8.177327,-13.256292,-3.1798208,-6.9678855,-6.7373934
43365,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43356,-9.213169,15.314564,-11.283205,11.955209,27.65687,9.785959,13.665766,-9.261126,-10.711555,-8.349873,-5.611903,-10.985556,-12.950976
43346,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43343,-9.17997,16.209244,-11.937035,10.3033285,21.817135,11.862684,16.146168,-11.206974,-11.231175,-9.689231,-7.1087904,-10.031802,-17.983606
43336,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43331,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43329,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43325,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43324,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43323,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43321,-18.238054,21.32562,-13.128084,14.1526165,22.74595,21.251478,20.304653,-8.585855,-13.303649,-12.120804,-10.169033,-13.94562,-13.919662
43320,-6.882669,16.46704,-4.675621,9.43143,15.108915,13.543956,15.38582,-12.531574,-11.918126,-8.288686,-4.065043,-8.581452,-14.919867
43317,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43304,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43303,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43302,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43301,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43300,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43299,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43295,-7.9834557,11.7446575,-8.440649,10.105561,16.166805,9.7735815,10.134222,-7.4564614,-9.403874,-6.0266085,-4.0729623,-7.0113945,-9.495318
43281,-5.944778,13.125355,-4.5253077,8.888935,14.088858,8.631801,9.425459,-5.482233,-7.943737,-7.445295,-7.014468,-6.7509747,-7.726002
43280,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43274,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43273,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
43265,-4.2090163,12.9714155,-2.4995277,8.451487,12.569656,9.301719,10.979412,-5.9950695,-11.501422,-5.4697046,-6.5497303,-5.277248,-11.120391
43264,-11.920009,17.079418,-10.251355,13.29075,24.643568,11.7901325,15.077864,-11.86839,-14.014763,-9.72274,-4.9395046,-9.636583,-13.597116
43258,-1.0057118,2.0002484,-1.2041706,2.0273445,1.7345695,1.7463553,1.565583,-0.8930425,-0.87879497,-2.079241,-0.36505997,-1.1387246,-1.48346
