id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
43473,-33.409462,-25.496077,18.47778,-13.178711,-17.18341,46.385075,-10.387124,22.554686,44.804314,-8.46149,34.775757,-18.326088,-19.697588,17.147436,-15.26537,-21.829498,-24.767603,10.055366,24.494408,38.774387,-19.165693,29.03871,-88.83826,-11.21873,29.557526,-15.720644,19.697512,-20.841022,36.973194,-22.573488,-6.9980702,26.533415,13.966826,-34.141068,44.301117,-20.057758,-19.930775
43472,-29.839302,-30.056257,27.712214,-28.495165,-12.664021,29.188818,-23.613392,14.931185,36.565582,-12.722459,70.11532,-20.039286,-17.32454,22.204014,-18.629534,-19.140013,-17.81023,10.089656,30.263926,31.870434,-18.693073,29.844772,-69.35248,-19.285166,41.809643,-23.189312,16.213768,-15.583337,35.680504,-14.433274,-9.030761,20.937351,25.448427,-54.7509,36.507156,-22.50395,-30.03521
43470,-2.2730138,-1.3912109,1.848998,-1.4562613,-1.6719726,1.8479632,-1.9015502,2.1412742,3.533377,-1.006364,2.6172142,-1.5872587,-1.6552494,1.0763658,-1.909061,-1.1196793,-1.9221563,1.0361531,3.1280253,2.1506245,-1.5577112,3.0755603,-4.741509,-0.54688525,2.5712416,-1.604591,1.3671539,-1.290208,2.6134725,-1.4515226,-0.4971946,2.285765,1.3762026,-2.4584496,2.7405736,-1.4737037,-1.6554492
43469,-36.054054,-16.89352,49.792107,-4.2273116,-23.658014,35.740063,-14.8930235,40.267876,55.126926,-14.900934,43.647125,-18.602236,-18.66684,16.477335,-20.200914,-22.81627,-17.763796,13.221498,26.752666,37.598476,-53.627777,27.749332,-59.568344,-10.410192,55.600266,-56.87826,25.690804,-4.83705,37.07281,-24.504648,-5.7820044,48.63824,27.80841,-25.24204,84.522125,-20.576674,-83.49045
43468,-37.823196,-18.945354,46.90571,-7.165873,-23.80599,35.020912,-16.404354,40.679577,57.468155,-17.301168,45.920555,-18.485666,-16.177462,16.289576,-21.675182,-24.026749,-19.897121,13.765451,28.920933,40.04398,-48.711044,27.288544,-63.68858,-14.087787,56.625324,-53.93349,25.376179,-6.5109377,39.772682,-23.32199,-7.922051,49.215336,28.284615,-29.154688,84.06968,-18.475662,-84.01731
43467,-18.654167,-17.713055,15.030731,-10.904381,-9.8405075,18.340153,-9.849921,12.2901125,25.011984,-7.617569,24.279575,-10.997367,-9.966116,11.937997,-8.2639265,-9.040485,-7.791778,9.161471,13.099631,28.13976,-18.224953,15.732817,-53.883972,-4.072712,22.866323,-13.119654,13.160321,-9.777172,22.834646,-13.084707,-7.6616087,21.350407,11.258275,-24.046524,32.355194,-14.061772,-19.109648
43466,-22.164408,-9.447643,25.745932,-10.250029,-2.6904457,20.19391,-9.731069,13.54117,25.019695,-7.8549957,12.558544,-12.448881,-14.061955,8.52217,-9.907775,-11.314203,-9.343274,9.051299,14.52534,30.178013,-28.605793,18.35379,-45.941593,-10.442755,25.749819,-21.419666,14.516767,-7.27526,27.229887,-16.325457,-3.5040822,20.080462,4.85329,-17.330658,31.91044,-21.156136,-14.386692
43465,-25.696625,-14.508392,44.448387,-7.774568,-8.189059,19.338802,-14.6818905,26.157646,28.494518,-16.314512,33.852978,-13.380054,-13.597311,8.679223,-15.271028,-15.028319,-12.526648,16.748882,28.181282,42.143475,-34.540154,20.010132,-44.27785,-9.654983,40.790623,-56.09515,18.415949,-6.4599557,36.18617,-14.889438,-10.509082,34.815815,13.8496275,-19.568403,44.243916,-16.91257,-35.03086
43464,-24.001646,-11.777433,28.522799,-6.7945843,-2.6867852,24.393736,-10.511596,15.369848,23.10775,-8.982526,22.444168,-11.9817295,-12.669771,8.615895,-10.0622225,-18.837324,-13.171454,13.746749,24.922361,43.966854,-24.642511,22.288713,-51.58412,-8.4783745,30.958708,-40.231853,19.179266,-6.848439,33.990208,-13.585649,-8.952483,24.97351,10.17322,-25.67002,27.123302,-15.898474,-17.084064
43463,-53.84528,-33.175087,49.40363,-32.98904,-2.3363712,50.060936,-25.700872,27.6827,65.813385,-22.273829,45.317963,-29.135471,-23.601645,29.899979,-23.943945,-33.548317,-38.304993,20.183456,47.342106,71.391106,-43.372936,42.836914,-128.10782,-23.839613,66.086205,-47.979885,42.963802,-16.110088,74.21522,-49.09551,-14.927457,64.76697,17.713188,-43.90702,69.76403,-30.383617,-31.812063
43462,-26.633747,-9.725424,34.423836,-7.0828347,1.1273876,21.748896,-14.739787,15.540623,12.080765,-13.854264,22.8608,-12.599007,-9.322081,7.3067765,-8.228095,-12.439167,-16.304998,7.217114,24.713879,24.652485,-20.348988,18.675352,-31.337633,-10.713542,32.65422,-43.66683,13.798313,-4.132093,35.81757,-14.9880085,-10.079595,19.629555,5.337019,-8.847127,23.547138,-10.847351,-12.7655525
43461,-21.545143,-14.219248,17.004278,-11.0918,-2.3251278,22.357044,-10.616654,10.534913,19.821499,-8.300439,23.27176,-7.143325,-8.470254,14.982793,-8.3681,-17.349554,-6.987963,8.106129,22.159552,42.45113,-14.926545,19.229153,-57.841736,-11.483282,20.301159,-14.020571,19.149431,-11.127898,38.82557,-17.918486,-8.781056,18.336458,10.352194,-33.95195,24.45877,-14.867257,-11.833898
43458,-19.355022,-12.695358,14.316325,-9.030918,-9.666371,14.600022,-9.424731,9.704898,18.999557,-5.015465,20.10151,-7.0188084,-7.2981405,9.357425,-6.730541,-7.624385,-10.79847,8.970709,15.251947,18.189058,-12.667322,14.361693,-32.053516,-5.124191,13.534559,-11.158349,8.332474,-5.3812885,15.092567,-6.141874,-2.5251503,12.019549,10.184354,-17.0165,16.785332,-8.369847,-11.514021
43457,-2.2730138,-1.3912109,1.848998,-1.4562613,-1.6719726,1.8479632,-1.9015502,2.1412742,3.533377,-1.006364,2.6172142,-1.5872587,-1.6552494,1.0763658,-1.909061,-1.1196793,-1.9221563,1.0361531,3.1280253,2.1506245,-1.5577112,3.0755603,-4.741509,-0.54688525,2.5712416,-1.604591,1.3671539,-1.290208,2.6134725,-1.4515226,-0.4971946,2.285765,1.3762026,-2.4584496,2.7405736,-1.4737037,-1.6554492
43456,-2.2730138,-1.3912109,1.848998,-1.4562613,-1.6719726,1.8479632,-1.9015502,2.1412742,3.533377,-1.006364,2.6172142,-1.5872587,-1.6552494,1.0763658,-1.909061,-1.1196793,-1.9221563,1.0361531,3.1280253,2.1506245,-1.5577112,3.0755603,-4.741509,-0.54688525,2.5712416,-1.604591,1.3671539,-1.290208,2.6134725,-1.4515226,-0.4971946,2.285765,1.3762026,-2.4584496,2.7405736,-1.4737037,-1.6554492
43455,-29.674961,-14.883428,25.421965,-19.48797,-3.5670524,23.298115,-25.053448,15.066875,28.591179,-11.958524,27.807922,-16.450567,-21.372988,12.432994,-11.110643,-20.66431,-22.082998,10.228782,43.412712,33.364468,-22.80428,35.228996,-61.95159,-17.616283,29.782223,-26.714836,19.718458,-16.104858,36.556915,-21.720392,-8.9964285,33.61995,11.720569,-26.474245,34.72116,-11.631388,-18.126783
43454,-23.745943,-17.539032,20.15705,-16.976122,-7.3563356,26.529202,-12.603304,13.930832,33.5598,-8.878559,22.465109,-10.8164425,-14.8930435,13.324506,-12.415052,-20.62804,-13.228198,7.3073816,21.558287,22.965902,-17.91735,25.26524,-57.27356,-17.765945,33.981705,-19.689287,14.78395,-11.135729,36.074944,-19.870409,-3.618678,13.188035,6.3589606,-21.404196,37.15603,-20.111149,-17.132586
43453,-17.569954,-12.338599,29.243788,-7.978449,-2.3916712,14.879223,-10.247337,8.508703,11.825329,-10.686267,17.448149,-6.574481,-9.865374,6.466406,-4.8284764,-6.5954103,-5.95381,7.6684923,17.613392,19.177334,-18.125938,13.730438,-23.09598,-5.8637586,15.461262,-30.676514,10.649459,-5.824629,25.360933,-10.216384,-7.411445,18.469732,6.8174024,-9.89982,20.333088,-6.69448,-8.899151
43450,-30.83094,-13.309571,67.455154,-7.53839,-11.995358,31.364464,-11.009944,21.777042,35.2236,-11.802653,24.820547,-18.293722,-27.697075,12.593102,-11.297147,-11.801324,-11.921734,20.42947,18.585062,46.729095,-77.89595,32.99658,-58.26463,-8.697995,49.138405,-39.79012,31.254753,-4.7005587,37.53439,-30.786207,0.75654846,34.317413,5.149824,-21.952929,62.59018,-40.34046,-24.3598
43448,-22.619247,-19.324823,15.5787525,-10.479389,-10.995988,30.578255,-9.5663805,14.015615,32.99009,-8.969253,29.885029,-13.128078,-11.478016,12.572415,-10.750826,-14.385237,-15.255582,8.661782,18.271942,31.221447,-16.1943,17.973196,-65.5488,-10.1546955,24.017271,-14.743125,14.506434,-14.947882,30.130562,-16.312963,-5.039017,20.690395,11.323512,-29.86447,37.861443,-14.43977,-17.714062
43446,-21.349466,-16.962166,18.239733,-8.985169,-3.7480881,21.486715,-11.97135,12.391819,28.797379,-4.2211614,19.29466,-13.95211,-15.374031,8.264966,-11.164671,-15.10621,-7.5910935,9.589824,24.632395,38.778988,-23.943775,30.137703,-54.868435,-9.505595,20.582262,-15.179953,19.09275,-12.186733,33.208405,-15.037428,-4.5081367,18.811483,8.987578,-31.955557,29.857203,-16.92112,-16.199482
43445,-2.2730138,-1.3912109,1.848998,-1.4562613,-1.6719726,1.8479632,-1.9015502,2.1412742,3.533377,-1.006364,2.6172142,-1.5872587,-1.6552494,1.0763658,-1.909061,-1.1196793,-1.9221563,1.0361531,3.1280253,2.1506245,-1.5577112,3.0755603,-4.741509,-0.54688525,2.5712416,-1.604591,1.3671539,-1.290208,2.6134725,-1.4515226,-0.4971946,2.285765,1.3762026,-2.4584496,2.7405736,-1.4737037,-1.6554492
43444,-2.2730138,-1.3912109,1.848998,-1.4562613,-1.6719726,1.8479632,-1.9015502,2.1412742,3.533377,-1.006364,2.6172142,-1.5872587,-1.6552494,1.0763658,-1.909061,-1.1196793,-1.9221563,1.0361531,3.1280253,2.1506245,-1.5577112,3.0755603,-4.741509,-0.54688525,2.5712416,-1.604591,1.3671539,-1.290208,2.6134725,-1.4515226,-0.4971946,2.285765,1.3762026,-2.4584496,2.7405736,-1.4737037,-1.6554492
43443,-16.923656,-11.882055,15.7825,-4.122873,-5.8217106,15.343962,-5.894525,12.127709,16.5327,-4.1837554,9.604025,-9.597516,-17.709492,7.2381043,-5.8883047,-9.018767,-5.81033,6.14733,11.5672455,23.058832,-18.315273,23.176641,-31.808498,-3.0620525,12.801977,-15.086219,12.282813,-5.4128413,15.476107,-7.8960986,-4.121578,14.484582,5.3429184,-13.612092,19.381477,-13.460632,-10.063761
43442,-2.2730138,-1.3912109,1.848998,-1.4562613,-1.6719726,1.8479632,-1.9015502,2.1412742,3.533377,-1.006364,2.6172142,-1.5872587,-1.6552494,1.0763658,-1.909061,-1.1196793,-1.9221563,1.0361531,3.1280253,2.1506245,-1.5577112,3.0755603,-4.741509,-0.54688525,2.5712416,-1.604591,1.3671539,-1.290208,2.6134725,-1.4515226,-0.4971946,2.285765,1.3762026,-2.4584496,2.7405736,-1.4737037,-1.6554492
